,PlayerName
1390,Rehberg M.
1391,Marozsan F.
1392,Lopez San Martin A.
1393,Diaz Acosta F.
1394,Tirante T.A.
1395,Mpetshi G.
1396,Olivieri G.
1397,Tu L.
1398,Loffhagen G.
1399,Choinski J.
1400,Borg L.
1401,Virtanen O.
1402,Michelsen A.
1403,Quinn E.
1404,Diallo G.
1405,Chung Y.
1406,Prizmic D.
1407,Landaluce M.
1408,Mansouri S.
1409,Pannu K.
1410,Kirchheimer S.
1411,Mensik J.
1412,Moreno De Alboran N.
1413,Mu T.
1414,Cui J.
1415,Sekulic P.
1416,Li Zh.
1417,Mo Y.
1418,Te R.
1419,Yevseyev D.
1420,Zhukayev B.
1421,Atmane T.
1422,Lajal M.
1423,Friberg K.
1424,Hassan B.
1425,Martineau M.
1426,Valkusz M.
1427,Harris B.
1428,Walton A.
1429,Escoffier A.
1430,Llamas Ruiz P.
1431,Navone M.
1432,Burruchaga R.
1433,Neff A.
1434,Comesana F.
1435,Hong S.
1436,Blanch D.
1437,Jorda Sanchis D.
1438,Moro Canas A.
1439,Topo M.
1440,Gigante M.
1441,Sanchez Izquierdo N.
1442,Squire H.
1443,Heide G.
1444,Schoolkate T.
1445,Fearnley J.
1446,Mccabe J.
1447,Hussey G.
1448,Broom C.
1449,Fery A.
1450,Bellucci M.
1451,Searle H.
1452,Faria J.
1453,Droguet T.
1454,Hardt N.
1455,Wong C.
1456,Collarini A.
1457,Neumayer L.
1458,Dodig M.
1459,Spizzirri E.
1460,Forbes M.
1461,Zhou Y.
1462,Gomez F.
1463,Bu Y.
1464,Engel J.
1465,Blockx A.
1466,Kym J.
1467,Schwaerzler J.
1468,Djuric B.
1469,Basavareddy N.
1470,Becroft I.
1471,Onclin G.
1472,Dougaz A.
1473,Svajda T.
1474,McDonald M.
1475,Collignon R.
1476,Gea A.
1477,Herbert P.
1478,Sanchez J.
1479,Kulti N.
1480,Stafford G.
1481,Knowles M.
1482,Szymanski J.
1483,Cortes J.
1484,Wiltschnig H.
1485,Garcia M.
1486,Fahlke A.
1487,Witt A.
1488,Braasch K.
1489,Arnold L.
1490,Tiilikainen K.
1491,Miketa D.
1492,Peschek D.
1493,Trimmel C.
1494,Vasek R.
1495,Cobolli S.
1496,Tramacchi P.
1497,Mor L.
1498,Miyao J.
1499,Mlynarik Z.
1500,Zhang Y.
1501,Kornienko I.
1502,Freelove O.
1503,Milligan L.
1504,Smith L.
1505,Syed F.
1506,Breen M.
1507,Perry T.
1508,Svarc L.
1509,Moyano D.
1510,Koll H.
1511,Navarra M.
1512,Derepasko A.
1513,Tkalec M.
1514,Peppas S.
1515,Tomashevich D.
1516,Koenig R.
1517,Shimada T.
1518,Zitko R.
1519,Al Khulaifi N.G.
1520,Willman D.
1521,Hormazabal G.
1522,Olguin L.
1523,Albert M.
1524,Coetzee J.
1525,Kennedy A.
1526,Hanley P.
1527,Lukaev R.
1528,Bohaboy D.
1529,Hantschek M.
1530,Durek R.
1531,Henry R.
1532,Norby R.
1533,Ouahabi T.
1534,Rocha D.
1535,Srichaphan N.
1536,Weinzierl J.
1537,Delfino M.
1538,Koderisch C.
1539,Logtens P.
1540,Andersson H.
1541,Prpic A.
1542,Quintero M.
1543,Ascione A.
1544,Andersen J.
1545,Reichel A.
1546,Braga P.
1547,Phillips T.
1548,Matos-Gil I.
1549,van der Meer N.
1550,Gimeno D.
1551,Pedroso A.
1552,Gruber K.
1553,Rascon T.
1554,Abdulla M.
1555,Harboe P.
1556,Fogues F.
1557,Condor F.
1558,Mirnegg M.
1559,Uebel L.
1560,Steckley R.
1561,Fruttero J.P.
1562,Kirillov E.
1563,Uppal V.
1564,Sultan-Khalfan A.
1565,Adaktusson J.
1566,Granollers-Pujol M.
1567,Luque D.
1568,Roshardt R.
1569,Vicente M.
1570,Panfil G.
1571,Wang Y.Jr.
1572,Smit J.
1573,Auckland J.
1574,Schuttler P.
1575,Fornell M.
1576,Stepanek M.
1577,Koning M.
1578,Guzman J.
1579,Guccione A.
1580,Ruevski P.
1581,Martin D.
1582,Raja P.
1583,Jones G.D.
1584,Jones G.
1585,Rodriguez B.
1586,Al-Ghareeb M.
1587,Lipsky S.
1588,Middelkoop M.
1589,Kim K
1590,O'Neal J.
1591,Piccari F.
1592,Estrella V.
1593,De Heart R.
1594,Ebelthite C.
1595,Anderson A.
1596,Zampieri C.
1597,Zlatanovic A.
1598,Kloer S.
1599,Wachiramanowong K.
1600,Kontinen H.
1601,Bohli S. 
1602,Schuettler R. 
1603,Kohlschreiber P. 
1604,Becker B. 
1605,Benneteau J. 
1606,Petzschner P. 
1607,Blake J. 
1608,Gonzalez F. 
1609,Bautista R. 
1610,Berdych T. 
1611,Greul S. 
1612,Kunitsyn I. 
1613,Vassallo-Arguello M. 
1614,Ferrer D. 
1615,Andreev I. 
1616,Cuevas P. 
1617,Gimeno-Traver D. 
1618,Hanescu V. 
1619,Lopez F. 
1620,Maamoun K.
1621,Sergeyev I.
1622,Wolmarans F.
1623,Im K.T.
1624,Deheart R.
1625,Di Mauro A.
1626,Sadecky A.
1627,Lojda D.
1628,Belyaev I.
1629,Romboli F.
1630,Galdon P.
1631,Kumantsov A.
1632,Granollers-Pujol G.
1633,Walter L.
1634,Grigelis L.
1635,Torebko P.
1636,Nedelko I.
1637,Mesaros K.
1638,Strode B.
1639,Gomez-Herrera C.
1640,Trusendi W.
1641,Meister N.
1642,Authom M.
1643,Vasilevski A.
1644,Davydenko P.
1645,Desein N.
1646,Corrie E.
1647,Reid M.
1648,Westerhof B.
1649,Trongcharoenchaikul W.
1650,Jeong S.Y.
1651,Nedovyesov O.
1652,Sekulic M.
1653,Nedunchezhiyan J.
1654,Hossam K.
1655,Struff J-L.
1656,Artunedo Martinavarro A.
1657,Ciorcila P.
1658,Vaisse M.
1659,Pasha N.
1660,De Paula F.
1661,Kohlschreiber P..
1662,Herbert P-H.
1663,Quigley E.
1664,Martin F.
1665,Vega Hernandez D.
1666,Gomez A.
1667,Trevisan M.
1668,Niki T.
1669,Anderson O.
1670,Tearney F.
1671,Patino L.
1672,Soderlund C.
1673,Cacic N.
1674,De Loore J.
1675,Yuksel A.
1676,Luz O.
1677,Silva F.F.
1678,Bellotti R.
1679,Halebian A.
1680,Leshem E.
1681,Bega A.
1682,Chrysochos P.
1683,Takahashi Y.
1684,Kadhe A.
1685,Donski A.
1686,Hernandez-Fernandez J
1687,Reinberg E.
1688,Arevalo M.
1689,Altamirano C.
1690,Basso A.
1691,Kirkin E.
1692,Moroni G.
1693,Monteiro J.
1694,Roumane R.
1695,Dubrivnyy A.
1696,Avidzba A.
1697,Thiem D. 
1698,Barrios Vera M.T.
1699,Popko D.
1700,Nam J.S.
1701,Aragone J.C.
1702,Bourchier H.
1703,Menezes J.
1704,Tsitsipas P.
1705,Brancaccio R.
1706,Bryde T.
1707,Alvarez Varona N.
1708,Blumberg W.
1709,Dutra Da Silva D.
1710,Poljicak M.
1711,Galarneau A.
1712,Pervolarakis M.
1713,Madaras D.
1714,Noguchi R.
1715,Shimizu Y.
1716,Bailly G.
1717,Moundir A.
1718,Wessels L.
1719,Kumar O.
1720,Lock B.
1721,Blanchet U.
1722,Barranco Cosano J.
1723,Fanselow S.
1724,Mikrut L.
1725,Kasnikowski M.
1726,Jacquet K.
1727,Sun F.
1728,Papamalamis T.
1729,Habib H.
1730,Samrej K.
1731,Boyer T.
1732,Rottgering M.
1733,Trotter J.K.
1734,Buse I.
